game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[0, 0, 0, 0, 0]",1773.0,[3 7 5 4 6],,416.0,False,False,False,True,False
0,1,2,1.0,"[0, 4, 0, 0, 0]",785.7,[3 7 5 4 6],785.7,576.0,False,False,False,False,False
0,2,1,0.9,"[0, 2, 0, 0, 0]",1480.5,[3 7 5 4 6],1480.5,374.40000000000003,False,False,False,False,False
0,2,2,0.9,"[1, 2, 2, 2, 2]",606.69,[3 7 5 4 6],606.69,518.4000000000001,False,False,False,False,False
0,3,1,0.81,"[1, 2, 2, 2, 2]",512.73,[3 7 5 4 6],,336.96000000000004,False,False,False,False,False
1,1,1,1.0,"[1, 2, 2, 0, 1]",395.0,[3 4 4 0 2],,9.0,False,False,False,False,False
1,1,2,1.0,"[1, 2, 2, 0, 1]",435.0,[3 4 4 0 2],,349.0,False,False,False,False,False
2,1,1,1.0,"[1, 1, 1, 1, 1]",311.0,[3 2 2 3 2],,211.0,False,False,False,False,False
2,1,2,1.0,"[1, 0, 0, 3, 0]",604.8000000000001,[3 2 2 3 2],604.8000000000001,414.0,False,False,False,False,False
2,2,1,0.9,"[1, 1, 1, 1, 1]",279.90000000000003,[3 2 2 3 2],279.90000000000003,189.9,False,False,False,False,False
2,2,2,0.9,"[0, 0, 0, 0, 0]",630.1800000000001,[3 2 2 3 2],630.1800000000001,372.6,False,False,False,True,False
2,3,1,0.81,"[0, 0, 0, 0, 0]",431.73,[3 2 2 3 2],431.73,170.91000000000003,False,False,False,True,False
3,1,1,1.0,"[0, 0, 0, 0, 0]",591.0,[2 3 2 1 5],,104.0,False,False,False,True,False
3,1,2,1.0,"[0, 0, 0, 0, 0]",657.9,[2 3 2 1 5],657.9,567.9,False,False,False,True,False
