game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[1, 1, 1, 1, 0]",460.0,[4 3 3 5 1],,427.0,False,False,False,False,False
0,1,2,1.0,"[2, 1, 1, 2, 0]",432.90000000000003,[4 3 3 5 1],432.90000000000003,279.90000000000003,False,False,False,False,False
0,2,1,0.9,"[1, 1, 1, 3, 0]",387.0,[4 3 3 5 1],387.0,384.3,False,False,False,False,False
0,2,2,0.9,"[1, 1, 1, 3, 0]",324.90000000000003,[4 3 3 5 1],,279.90000000000003,False,False,False,False,False
1,1,1,1.0,"[1, 1, 1, 1, 1]",1298.0,[7 5 4 3 6],,1179.0,False,False,False,False,False
1,1,2,1.0,"[1, 1, 1, 1, 1]",238.0,[7 5 4 3 6],,700.0,True,False,False,False,False
2,1,1,1.0,"[1, 0, 2, 1, 1]",881.0,[4 0 6 4 4],,1158.0,False,True,False,False,False
2,1,2,1.0,"[0, 0, 2, 1, 1]",587.7,[4 0 6 4 4],587.7,123.3,False,False,False,False,False
2,2,1,0.9,"[1, 0, 3, 2, 2]",603.0,[4 0 6 4 4],603.0,1042.2,False,True,False,False,False
2,2,2,0.9,"[1, 0, 3, 2, 2]",386.1,[4 0 6 4 4],,123.3,False,False,False,False,False
3,1,1,1.0,"[1, 1, 1, 0, 1]",235.0,[2 4 3 1 2],,279.0,False,True,False,False,False
3,1,2,1.0,"[0, 3, 1, 0, 1]",307.8,[2 4 3 1 2],307.8,27.900000000000002,False,False,False,False,False
3,2,1,0.9,"[1, 2, 1, 0, 1]",176.4,[2 4 3 1 2],176.4,251.1,False,True,False,False,False
3,2,2,0.9,"[0, 3, 1, 0, 1]",277.02000000000004,[2 4 3 1 2],277.02000000000004,25.110000000000003,False,False,False,False,False
3,3,1,0.81,[],,[2 4 3 1 2],,,,,,,
4,1,1,1.0,"[3, 3, 2, 4, 2]",770.0,[6 6 4 7 3],,482.0,False,False,False,False,False
4,1,2,1.0,"[2, 2, 1, 3, 1]",945.0,[6 6 4 7 3],945.0,1306.8,False,True,False,False,False
4,2,1,0.9,"[2, 2, 1, 3, 1]",531.0,[6 6 4 7 3],,433.8,False,False,False,False,False
5,1,1,1.0,"[1, 0, 0, 1, 1]",511.0,[5 2 2 3 4],,379.0,False,False,False,False,False
5,1,2,1.0,"[2, 1, 1, 1, 2]",278.1,[5 2 2 3 4],278.1,209.70000000000002,False,False,False,False,False
5,2,1,0.9,[],,[5 2 2 3 4],,,,,,,
6,1,1,1.0,[],,[3 5 2 3 1],,,,,,,
7,1,1,1.0,"[0, 0, 0, 0, 0]",1064.0,[5 4 6 2 1],,808.0,False,False,False,True,False
8,1,1,1.0,"[3, 0, 2, 2, 3]",763.0,[6 0 4 4 6],,1046.0,False,True,False,False,False
8,1,2,1.0,"[3, 0, 2, 2, 3]",780.0,[6 0 4 4 6],,455.0,False,False,False,False,False
10,1,1,1.0,"[1, 1, 1, 1, 1]",838.0,[11  4  3  3  2],,801.0,False,False,False,False,False
10,1,2,1.0,"[2, 1, 1, 1, 1]",832.5,[11  4  3  3  2],832.5,309.6,False,False,False,False,False
10,2,1,0.9,[],,[11  4  3  3  2],,,,,,,
11,1,1,1.0,"[1, 1, 2, 1, 1]",711.0,[5 5 6 2 2],,195.0,False,False,False,False,False
12,1,1,1.0,[],,[3 7 4 5 5],,,,,,,
13,1,1,1.0,"[1, 2, 1, 0, 2]",501.0,[2 4 3 1 4],,482.0,False,False,False,False,False
13,1,2,1.0,"[0, 1, 1, 0, 1]",419.40000000000003,[2 4 3 1 4],419.40000000000003,421.2,False,True,False,False,False
13,2,1,0.9,"[0, 1, 1, 0, 1]",157.5,[2 4 3 1 4],,433.8,True,False,False,False,False
