game_num,round_num,step_num,player,is_strict_ef,is_one_item_ef,is_final_allocation,final_strict_ef,final_one_item_ef,outside_consistent,offer_increasing
0,1,1,1,True,False,True,False,False,True,True
0,1,2,2,True,False,True,False,False,True,True
1,1,1,1,True,False,True,True,True,True,True
1,1,2,2,True,False,True,True,True,True,True
2,1,1,1,True,False,True,True,True,True,True
2,1,2,2,True,False,True,True,True,True,True
3,1,1,1,True,False,True,True,True,True,True
3,1,2,2,True,False,True,True,True,True,True
4,1,1,1,False,False,False,False,False,False,True
4,1,2,2,False,False,False,False,False,False,True
4,2,1,1,True,False,True,True,True,False,True
4,2,2,2,False,False,True,True,True,False,True
5,1,1,1,True,False,True,True,True,True,True
5,1,2,2,True,False,True,True,True,True,True
6,1,1,1,True,False,True,False,True,False,True
6,1,2,2,True,False,True,False,True,False,True
7,1,1,1,False,False,False,False,False,False,True
7,1,2,2,False,False,False,False,False,False,True
8,1,1,1,True,False,False,False,False,False,True
8,1,2,2,False,False,False,False,False,False,True
9,1,1,1,False,False,False,False,False,False,True
9,1,2,2,True,False,False,False,False,False,True
10,1,1,1,True,False,True,True,True,True,True
10,1,2,2,True,False,True,True,True,True,True
11,1,1,1,True,False,True,True,True,True,True
11,1,2,2,True,False,True,True,True,True,True
13,1,1,1,False,False,False,False,False,False,True
13,1,2,2,True,False,False,False,False,False,True
13,2,1,1,False,False,True,True,True,False,True
13,2,2,2,True,False,True,True,True,False,True
14,1,1,1,False,False,False,False,False,False,True
14,1,2,2,True,False,False,False,False,False,True
15,1,1,1,True,False,False,False,False,True,True
15,1,2,2,False,False,False,False,False,True,True
16,1,1,1,True,False,True,True,True,True,True
16,1,2,2,True,False,True,True,True,True,True
17,1,1,1,True,False,True,False,False,False,True
17,1,2,2,True,False,True,False,False,False,True
18,1,1,1,False,False,False,False,False,False,True
18,1,2,2,True,False,False,False,False,False,True
20,1,1,1,True,False,True,True,True,True,True
20,1,2,2,True,False,True,True,True,True,True
21,1,1,1,False,False,False,False,False,False,False
21,1,2,2,True,False,False,False,False,False,False
21,2,1,1,False,False,True,False,True,False,False
21,2,2,2,True,False,True,False,True,False,False
23,1,1,1,True,False,True,False,False,True,True
23,1,2,2,True,False,True,False,False,True,True
24,1,1,1,True,False,True,False,False,True,True
24,1,2,2,True,False,True,False,False,True,True
25,1,1,1,True,False,True,True,True,True,True
25,1,2,2,True,False,True,True,True,True,True
26,1,1,1,True,False,True,True,True,True,True
26,1,2,2,True,False,True,True,True,True,True
27,1,1,1,False,False,False,False,False,False,True
27,1,2,2,True,False,False,False,False,False,True
27,2,1,1,True,False,True,False,True,False,True
27,2,2,2,True,False,True,False,True,False,True
28,1,1,1,True,False,False,False,False,False,True
28,1,2,2,False,False,False,False,False,False,True
28,2,1,1,True,False,False,False,False,False,True
28,2,2,2,False,False,False,False,False,False,True
30,1,1,1,True,False,False,False,False,True,True
30,1,2,2,False,False,False,False,False,True,True
30,2,1,1,True,False,False,False,False,True,True
30,2,2,2,False,False,False,False,False,True,True
31,1,1,1,True,False,True,False,True,True,True
31,1,2,2,True,False,True,False,True,True,True
32,1,1,1,False,False,False,False,False,True,True
32,1,2,2,True,False,False,False,False,True,True
34,1,1,1,False,False,False,False,False,True,True
34,1,2,2,False,False,False,False,False,True,True
34,2,1,1,True,False,True,True,True,True,True
34,2,2,2,False,False,True,True,True,True,True
35,1,1,1,True,False,True,True,True,True,True
35,1,2,2,True,False,True,True,True,True,True
36,1,1,1,True,False,True,True,True,True,True
36,1,2,2,True,False,True,True,True,True,True
37,1,1,1,True,False,True,True,True,True,True
