game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[1, 0, 0, 2, 2]",597.0,[4 2 3 3 3],,22.0,False,False,False,False,False
0,1,2,1.0,"[3, 1, 2, 1, 2]",217.0,[4 2 3 3 3],217.0,312.0,False,True,False,False,False
0,2,1,0.9,"[2, 1, 1, 2, 1]",391.5,[4 2 3 3 3],391.5,19.8,False,False,False,False,False
0,2,2,0.9,"[2, 0, 2, 1, 2]",133.20000000000002,[4 2 3 3 3],133.20000000000002,280.8,False,True,False,False,True
0,3,1,0.81,"[2, 0, 2, 1, 2]",315.09000000000003,[4 2 3 3 3],315.09000000000003,17.82,False,False,False,False,True
1,1,1,1.0,"[0, 1, 8, 4, 1]",341.0,[3 3 8 4 3],,394.0,False,True,False,False,False
1,1,2,1.0,"[1, 1, 4, 2, 1]",654.0,[3 3 8 4 3],654.0,887.0,False,True,False,False,True
1,2,1,0.9,"[1, 2, 7, 3, 1]",233.1,[3 3 8 4 3],233.1,354.6,False,True,False,False,True
1,2,2,0.9,"[1, 1, 4, 2, 1]",588.6,[3 3 8 4 3],588.6,798.3000000000001,False,True,False,False,True
1,3,1,0.81,"[1, 1, 4, 2, 1]",267.3,[3 3 8 4 3],267.3,319.14000000000004,True,True,False,False,True
2,1,1,1.0,"[1, 1, 3, 5, 4]",411.0,[4 4 5 7 6],,717.0,False,True,False,False,False
2,1,2,1.0,"[2, 2, 2, 3, 3]",801.0,[4 4 5 7 6],801.0,379.0,False,False,False,False,True
2,2,1,0.9,"[1, 1, 2, 4, 3]",423.90000000000003,[4 4 5 7 6],423.90000000000003,645.3000000000001,False,True,False,False,False
2,2,2,0.9,"[2, 2, 2, 3, 2]",664.2,[4 4 5 7 6],664.2,341.1,False,False,False,False,False
2,3,1,0.81,[],,[4 4 5 7 6],,,,,,,
3,1,1,1.0,"[0, 0, 1, 1, 6]",628.0,[4 2 3 2 6],,938.0,False,True,False,False,False
3,1,2,1.0,"[2, 1, 1, 0, 3]",351.0,[4 2 3 2 6],351.0,657.0,False,True,False,False,True
3,2,1,0.9,"[0, 0, 1, 1, 6]",565.2,[4 2 3 2 6],565.2,844.2,False,True,False,False,False
3,2,2,0.9,"[2, 1, 1, 0, 3]",315.90000000000003,[4 2 3 2 6],315.90000000000003,591.3000000000001,False,True,False,False,True
3,3,1,0.81,[],,[4 2 3 2 6],,,,,,,
4,1,1,1.0,"[1, 0, 1, 1, 1]",735.0,[4 1 2 3 3],,970.0,False,True,False,False,False
4,1,2,1.0,"[1, 0, 2, 2, 3]",165.0,[4 1 2 3 3],165.0,279.0,False,True,False,False,False
4,2,1,0.9,"[1, 0, 1, 1, 1]",661.5,[4 1 2 3 3],661.5,873.0,False,True,False,False,False
4,2,2,0.9,"[2, 0, 0, 1, 2]",151.20000000000002,[4 1 2 3 3],151.20000000000002,251.1,False,True,False,False,False
4,3,1,0.81,[],,[4 1 2 3 3],,,,,,,
5,1,1,1.0,"[2, 4, 2, 3, 1]",529.0,[5 6 6 4 2],,759.0,False,True,False,False,False
5,1,2,1.0,"[2, 3, 4, 1, 1]",451.0,[5 6 6 4 2],451.0,836.0,False,True,False,False,True
5,2,1,0.9,"[2, 4, 2, 3, 1]",476.1,[5 6 6 4 2],476.1,683.1,False,True,False,False,False
5,2,2,0.9,"[2, 4, 2, 3, 1]",476.1,[5 6 6 4 2],476.1,752.4,True,True,False,False,False
6,1,1,1.0,"[7, 3, 0, 7, 5]",594.0,[7 3 6 7 5],,460.0,False,False,False,False,False
6,1,2,1.0,"[3, 1, 3, 3, 2]",627.0,[7 3 6 7 5],627.0,547.0,False,False,False,False,True
6,2,1,0.9,"[7, 3, 0, 7, 5]",534.6,[7 3 6 7 5],534.6,414.0,False,False,False,False,True
6,2,2,0.9,"[7, 3, 0, 7, 5]",1210.5,[7 3 6 7 5],1210.5,492.3,False,False,False,False,False
7,1,1,1.0,"[0, 0, 3, 4, 0]",1270.0,[4 4 7 6 6],,136.0,False,False,False,False,False
7,1,2,1.0,"[2, 2, 3, 3, 4]",774.0,[4 4 7 6 6],774.0,238.0,False,False,False,False,False
7,2,1,0.9,"[2, 0, 4, 3, 1]",1017.9,[4 4 7 6 6],1017.9,122.4,False,False,False,False,False
7,2,2,0.9,"[2, 0, 4, 3, 1]",652.5,[4 4 7 6 6],652.5,214.20000000000002,False,False,False,False,False
8,1,1,1.0,"[3, 1, 1, 2, 1]",818.0,[3 5 4 2 7],,862.0,False,True,False,False,False
8,1,2,1.0,"[1, 2, 2, 1, 3]",525.0,[3 5 4 2 7],525.0,371.0,False,False,False,False,True
8,2,1,0.9,"[2, 3, 1, 1, 2]",616.5,[3 5 4 2 7],616.5,775.8000000000001,False,True,False,False,False
8,2,2,0.9,"[1, 2, 2, 1, 3]",472.5,[3 5 4 2 7],472.5,333.90000000000003,False,False,False,False,True
8,3,1,0.81,"[1, 2, 2, 1, 3]",469.8,[3 5 4 2 7],469.8,698.22,True,True,False,False,True
9,1,1,1.0,"[1, 2, 0, 1, 0]",479.0,[5 4 2 3 3],,371.0,False,False,False,False,False
9,1,2,1.0,"[2, 1, 1, 2, 1]",385.0,[5 4 2 3 3],385.0,15.0,False,False,False,False,False
9,2,1,0.9,"[2, 2, 1, 1, 0]",362.7,[5 4 2 3 3],362.7,333.90000000000003,False,False,False,False,False
9,2,2,0.9,"[2, 2, 1, 1, 0]",339.3,[5 4 2 3 3],339.3,13.5,False,False,False,False,False
10,1,1,1.0,"[1, 8, 0, 1, 1]",680.0,[ 4 10  1  4  4],,716.0,False,True,False,False,False
10,1,2,1.0,"[2, 5, 0, 2, 2]",433.0,[ 4 10  1  4  4],433.0,930.0,False,True,False,False,False
10,2,1,0.9,"[1, 7, 0, 1, 1]",672.3000000000001,[ 4 10  1  4  4],672.3000000000001,644.4,False,False,False,False,True
10,2,2,0.9,"[2, 5, 0, 2, 2]",389.7,[ 4 10  1  4  4],389.7,837.0,False,True,False,False,False
10,3,1,0.81,"[2, 5, 0, 2, 2]",589.6800000000001,[ 4 10  1  4  4],589.6800000000001,579.96,False,False,False,False,True
