game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[4, 1, 1, 1, 3]",229.0,[5 2 3 5 5],,453.0,False,True,False,False,False
0,1,2,1.0,"[4, 1, 2, 1, 3]",526.5,[5 2 3 5 5],526.5,36.0,False,False,False,False,False
0,2,1,0.9,[],,[5 2 3 5 5],,,,,,,
1,1,1,1.0,"[4, 3, 2, 3, 1]",423.0,[5 4 3 4 4],,117.0,False,False,False,False,False
2,1,1,1.0,"[1, 1, 2, 4, 1]",604.0,[3 4 5 6 1],,233.0,False,False,False,False,False
2,1,2,1.0,"[1, 3, 3, 3, 0]",406.8,[3 4 5 6 1],406.8,558.0,False,True,False,False,True
2,2,1,0.9,"[1, 3, 3, 3, 0]",525.6,[3 4 5 6 1],,209.70000000000002,False,False,False,False,False
3,1,1,1.0,"[1, 1, 4, 2, 1]",704.0,[3 5 6 3 4],,475.0,False,False,False,False,False
4,1,1,1.0,"[1, 2, 0, 2, 0]",741.0,[3 5 2 5 2],,466.0,False,False,False,False,False
4,1,2,1.0,"[2, 1, 0, 2, 2]",454.5,[3 5 2 5 2],454.5,232.0,False,False,False,False,False
4,2,1,0.9,"[1, 3, 0, 3, 0]",576.0,[3 5 2 5 2],576.0,419.40000000000003,False,False,False,False,False
4,2,2,0.9,"[1, 3, 0, 3, 0]",291.6,[3 5 2 5 2],,208.8,False,False,False,False,False
5,1,1,1.0,"[0, 1, 3, 1, 1]",844.0,[1 3 5 5 2],,631.0,False,False,False,False,False
5,1,2,1.0,"[1, 2, 2, 2, 1]",513.9,[1 3 5 5 2],513.9,62.0,False,False,False,False,False
5,2,1,0.9,"[0, 1, 2, 1, 1]",829.8000000000001,[1 3 5 5 2],829.8000000000001,567.9,False,False,False,False,False
5,2,2,0.9,"[1, 2, 1, 1, 1]",598.59,[1 3 5 5 2],598.59,55.800000000000004,False,False,False,False,False
5,3,1,0.81,[],,[1 3 5 5 2],,,,,,,
6,1,1,1.0,"[3, 4, 2, 2, 2]",946.0,[5 7 6 6 6],,317.0,False,False,False,False,False
7,1,1,1.0,"[0, 2, 3, 3, 1]",698.0,[2 3 6 5 4],,78.0,False,False,False,False,False
8,1,1,1.0,"[1, 1, 3, 2, 0]",774.0,[3 2 6 7 1],,796.0,False,True,False,False,False
8,1,2,1.0,"[1, 0, 4, 5, 0]",518.4,[3 2 6 7 1],518.4,84.0,False,False,False,False,False
8,2,1,0.9,[],,[3 2 6 7 1],,,,,,,
9,1,1,1.0,"[1, 0, 0, 1, 2]",542.0,[3 0 2 3 3],,583.0,False,True,False,False,False
10,1,1,1.0,"[1, 2, 1, 2, 0]",817.0,[4 3 4 7 2],,337.0,False,False,False,False,False
10,1,2,1.0,"[2, 1, 1, 3, 1]",736.2,[4 3 4 7 2],736.2,491.0,False,False,False,False,False
10,2,1,0.9,"[1, 1, 1, 3, 1]",625.5,[4 3 4 7 2],625.5,303.3,False,False,False,False,False
11,1,1,1.0,"[2, 0, 1, 1, 3]",381.0,[4 2 2 2 5],,141.0,False,False,False,False,False
11,1,2,1.0,"[1, 1, 1, 0, 3]",317.7,[4 2 2 2 5],317.7,597.0,False,True,False,False,False
11,2,1,0.9,"[2, 0, 1, 1, 2]",358.2,[4 2 2 2 5],358.2,126.9,False,False,False,False,False
12,1,1,1.0,"[3, 1, 2, 2, 3]",998.0,[7 3 5 6 7],,375.0,False,False,False,False,False
12,1,2,1.0,"[4, 1, 3, 3, 2]",868.5,[7 3 5 6 7],868.5,914.0,False,True,False,False,False
12,2,1,0.9,"[4, 1, 3, 3, 2]",725.4,[7 3 5 6 7],,337.5,False,False,False,False,False
13,1,1,1.0,"[1, 1, 1, 1, 1]",678.0,[5 2 4 4 2],,396.0,False,False,False,False,False
13,1,2,1.0,"[1, 0, 3, 1, 1]",702.0,[5 2 4 4 2],702.0,664.0,False,False,False,False,False
13,2,1,0.9,"[2, 1, 3, 1, 0]",607.5,[5 2 4 4 2],607.5,356.40000000000003,False,False,False,False,False
14,1,1,1.0,"[0, 2, 2, 1, 1]",1670.0,[1 7 8 3 7],,270.0,False,False,False,False,False
