game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[1, 0, 2, 3, 1]",844.0,[ 4  0  2 11  3],,294.0,False,False,False,False,False
0,1,2,1.0,"[2, 0, 1, 3, 2]",493.0,[ 4  0  2 11  3],493.0,128.0,False,False,False,False,False
0,2,1,0.9,"[1, 0, 1, 4, 1]",728.1,[ 4  0  2 11  3],728.1,264.6,False,False,False,False,False
0,2,2,0.9,"[1, 0, 1, 3, 2]",383.40000000000003,[ 4  0  2 11  3],383.40000000000003,115.2,False,False,False,False,True
0,3,1,0.81,"[1, 0, 1, 3, 2]",645.57,[ 4  0  2 11  3],645.57,238.14000000000001,False,False,False,False,True
1,1,1,1.0,"[0, 2, 2, 3, 3]",507.0,[0 3 7 4 5],,50.0,False,False,False,False,False
1,1,2,1.0,"[0, 1, 2, 3, 2]",240.0,[0 3 7 4 5],240.0,671.0,False,True,False,False,True
1,2,1,0.9,"[0, 2, 1, 2, 3]",547.2,[0 3 7 4 5],547.2,45.0,False,False,False,False,False
2,1,1,1.0,"[0, 3, 3, 1, 2]",655.0,[2 5 5 4 5],,196.0,False,False,False,False,False
2,1,2,1.0,"[1, 2, 2, 1, 2]",582.0,[2 5 5 4 5],582.0,682.0,False,True,False,False,True
2,2,1,0.9,"[0, 3, 3, 1, 2]",589.5,[2 5 5 4 5],589.5,176.4,False,False,False,False,True
2,2,2,0.9,"[1, 2, 2, 2, 2]",601.2,[2 5 5 4 5],601.2,613.8000000000001,False,True,False,False,True
2,3,1,0.81,"[1, 2, 2, 2, 2]",475.47,[2 5 5 4 5],475.47,158.76000000000002,False,False,False,False,True
3,1,1,1.0,"[1, 7, 1, 1, 2]",736.0,[4 9 5 4 3],,872.0,False,True,False,False,False
3,1,2,1.0,"[3, 2, 1, 2, 2]",601.0,[4 9 5 4 3],601.0,500.0,False,False,False,False,True
3,2,1,0.9,[],,[4 9 5 4 3],,,,,,,
4,1,1,1.0,"[1, 2, 2, 2, 2]",597.0,[2 3 3 5 5],,518.0,False,False,False,False,False
4,1,2,1.0,"[1, 1, 2, 2, 3]",480.0,[2 3 3 5 5],480.0,194.0,False,False,False,False,False
4,2,1,0.9,"[0, 2, 2, 2, 2]",619.2,[2 3 3 5 5],619.2,466.2,False,False,False,False,False
4,2,2,0.9,"[1, 2, 2, 2, 3]",472.5,[2 3 3 5 5],472.5,174.6,False,False,False,False,False
4,3,1,0.81,"[1, 2, 2, 2, 3]",426.06,[2 3 3 5 5],426.06,419.58000000000004,False,False,False,False,True
5,1,1,1.0,"[1, 3, 2, 1, 1]",365.0,[3 4 5 4 3],,728.0,False,True,False,False,False
5,1,2,1.0,"[2, 1, 2, 1, 1]",485.0,[3 4 5 4 3],485.0,907.0,False,True,False,False,True
5,2,1,0.9,"[1, 3, 2, 2, 1]",302.40000000000003,[3 4 5 4 3],302.40000000000003,655.2,False,True,False,False,True
6,1,1,1.0,[],,[2 6 3 2 1],,,,,,,
7,1,1,1.0,"[1, 3, 3, 5, 1]",302.0,[3 4 4 6 3],,777.0,False,True,False,False,False
7,1,2,1.0,"[2, 1, 1, 4, 2]",262.0,[3 4 4 6 3],262.0,85.0,False,False,False,False,True
7,2,1,0.9,[],,[3 4 4 6 3],,,,,,,
8,1,1,1.0,"[2, 1, 1, 2, 6]",691.0,[6 2 4 4 8],,297.0,False,False,False,False,False
8,1,2,1.0,"[4, 0, 3, 3, 2]",345.0,[6 2 4 4 8],345.0,647.0,False,True,False,False,True
8,2,1,0.9,"[3, 1, 2, 2, 4]",522.9,[6 2 4 4 8],522.9,267.3,False,False,False,False,False
8,2,2,0.9,"[2, 0, 1, 1, 2]",211.5,[6 2 4 4 8],211.5,582.3000000000001,False,True,False,False,True
8,3,1,0.81,"[2, 0, 1, 1, 2]",686.07,[6 2 4 4 8],686.07,240.57000000000002,False,False,False,False,True
9,1,1,1.0,"[4, 3, 3, 1, 1]",1011.0,[6 6 9 3 5],,518.0,False,False,False,False,False
10,1,1,1.0,"[4, 5, 3, 1, 1]",560.0,[6 7 4 4 3],,37.0,False,False,False,False,False
10,1,2,1.0,"[2, 2, 1, 3, 2]",795.0,[6 7 4 4 3],795.0,183.0,False,False,False,False,True
10,2,1,0.9,"[5, 6, 3, 1, 1]",453.6,[6 7 4 4 3],453.6,33.300000000000004,False,False,False,False,True
10,2,2,0.9,"[5, 6, 3, 1, 1]",1162.8,[6 7 4 4 3],1162.8,164.70000000000002,False,False,False,False,False
