game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[0, 2, 1, 3, 2]",456.0,[1 5 3 6 5],,198.0,False,False,False,False,False
0,1,2,1.0,"[1, 3, 2, 4, 3]",559.0,[1 5 3 6 5],559.0,495.0,False,False,True,False,False
0,2,1,0.9,"[0, 2, 1, 3, 4]",405.0,[1 5 3 6 5],405.0,178.20000000000002,False,False,True,False,False
0,2,2,0.9,"[1, 3, 2, 4, 2]",428.40000000000003,[1 5 3 6 5],428.40000000000003,445.5,False,True,True,False,False
0,3,1,0.81,"[0, 2, 1, 3, 3]",366.93,[1 5 3 6 5],366.93,160.38000000000002,False,False,True,False,False
1,1,1,1.0,"[2, 1, 1, 1, 3]",356.0,[5 3 2 2 6],,616.0,False,True,False,False,False
1,1,2,1.0,"[3, 2, 0, 1, 2]",508.0,[5 3 2 2 6],508.0,155.0,False,False,False,False,True
1,2,1,0.9,"[2, 1, 1, 0, 3]",337.5,[5 3 2 2 6],337.5,554.4,False,True,False,False,True
1,2,2,0.9,"[3, 2, 0, 1, 2]",457.2,[5 3 2 2 6],457.2,139.5,False,False,False,False,True
1,3,1,0.81,"[2, 1, 1, 0, 3]",303.75,[5 3 2 2 6],303.75,498.96000000000004,False,True,False,False,True
2,1,1,1.0,"[2, 0, 2, 2, 2]",981.0,[5 1 5 4 4],,895.0,False,False,False,False,False
2,1,2,1.0,"[3, 1, 1, 2, 2]",294.0,[5 1 5 4 4],294.0,234.0,False,False,False,False,True
2,2,1,0.9,"[2, 0, 3, 2, 1]",900.0,[5 1 5 4 4],900.0,805.5,False,False,True,False,False
2,2,2,0.9,"[2, 1, 2, 2, 2]",306.90000000000003,[5 1 5 4 4],306.90000000000003,210.6,False,False,True,False,False
2,3,1,0.81,"[2, 1, 2, 2, 2]",736.2900000000001,[5 1 5 4 4],736.2900000000001,724.95,False,False,False,False,True
3,1,1,1.0,"[3, 2, 2, 0, 2]",588.0,[7 4 5 0 5],,514.0,False,False,False,False,False
3,1,2,1.0,"[4, 1, 3, 0, 3]",480.0,[7 4 5 0 5],480.0,846.0,False,True,False,False,False
3,2,1,0.9,"[3, 2, 2, 0, 1]",534.6,[7 4 5 0 5],534.6,462.6,False,False,True,False,False
3,2,2,0.9,"[2, 1, 3, 0, 2]",352.8,[7 4 5 0 5],352.8,761.4,False,True,True,False,True
3,3,1,0.81,"[3, 2, 2, 0, 1]",481.14000000000004,[7 4 5 0 5],481.14000000000004,416.34000000000003,False,False,True,False,True
4,1,1,1.0,"[1, 1, 1, 3, 1]",875.0,[3 3 3 6 3],,449.0,False,False,False,False,False
4,1,2,1.0,"[2, 2, 0, 4, 1]",626.0,[3 3 3 6 3],626.0,837.0,False,True,True,False,False
4,2,1,0.9,"[1, 1, 2, 3, 2]",654.3000000000001,[3 3 3 6 3],654.3000000000001,404.1,False,False,True,False,True
4,2,2,0.9,"[2, 2, 0, 4, 1]",563.4,[3 3 3 6 3],563.4,753.3000000000001,False,True,True,False,False
4,3,1,0.81,"[1, 1, 2, 3, 2]",588.87,[3 3 3 6 3],588.87,363.69,False,False,True,False,True
5,1,1,1.0,"[2, 1, 2, 2, 1]",1102.0,[4 5 4 5 4],,312.0,False,False,False,False,False
5,1,2,1.0,"[1, 2, 1, 3, 2]",365.0,[4 5 4 5 4],365.0,122.0,False,False,True,False,False
5,2,1,0.9,"[2, 2, 1, 2, 1]",953.1,[4 5 4 5 4],953.1,280.8,False,False,True,False,False
5,2,2,0.9,"[1, 3, 2, 1, 2]",420.3,[4 5 4 5 4],420.3,109.8,False,False,True,False,False
5,3,1,0.81,"[2, 2, 1, 2, 1]",857.7900000000001,[4 5 4 5 4],857.7900000000001,252.72000000000003,False,False,True,False,False
6,1,1,1.0,"[0, 3, 1, 3, 2]",389.0,[1 6 2 6 4],,26.0,False,False,False,False,False
6,1,2,1.0,"[1, 2, 1, 2, 1]",521.0,[1 6 2 6 4],521.0,759.0,False,True,True,False,True
6,2,1,0.9,"[0, 2, 1, 3, 2]",423.0,[1 6 2 6 4],423.0,23.400000000000002,False,False,True,False,True
6,2,2,0.9,"[1, 3, 1, 2, 2]",548.1,[1 6 2 6 4],548.1,683.1,False,True,True,False,False
6,3,1,0.81,"[1, 3, 1, 2, 2]",270.54,[1 6 2 6 4],270.54,21.060000000000002,False,False,False,False,True
7,1,1,1.0,"[2, 0, 3, 1, 1]",448.0,[5 1 6 3 3],,539.0,False,True,False,False,False
7,1,2,1.0,"[3, 1, 2, 2, 0]",377.0,[5 1 6 3 3],377.0,762.0,False,True,False,False,False
