game_num,round_num,step_num,player,is_strict_ef,is_one_item_ef,is_final_allocation,final_strict_ef,final_one_item_ef,outside_consistent,offer_increasing
0,1,1,1,False,False,False,False,False,False,False
0,1,2,2,True,False,False,False,False,False,False
1,1,1,1,False,False,False,False,False,False,True
1,1,2,2,True,False,False,False,False,False,True
2,1,1,1,False,False,False,False,False,False,False
2,1,2,2,True,False,False,False,False,False,False
3,1,1,1,True,False,False,False,False,False,True
3,1,2,2,False,False,False,False,False,False,True
4,1,1,1,True,False,True,True,True,False,True
4,1,2,2,True,False,True,True,True,False,True
8,1,1,1,False,False,False,False,False,False,False
8,1,2,2,True,False,False,False,False,False,False
9,1,1,1,True,False,True,True,True,False,True
9,1,2,2,True,False,True,True,True,False,True
10,1,1,1,False,False,False,False,False,False,True
10,1,2,2,True,False,False,False,False,False,True
19,1,1,1,True,False,True,True,True,True,True
19,1,2,2,True,False,True,True,True,True,True
20,1,1,1,True,False,True,True,True,False,True
20,1,2,2,True,False,True,True,True,False,True
21,1,1,1,True,False,True,True,True,True,True
21,1,2,2,True,False,True,True,True,True,True
24,1,1,1,True,False,False,False,False,False,True
24,1,2,2,False,False,False,False,False,False,True
25,1,1,1,False,False,True,False,True,False,True
25,1,2,2,True,False,True,False,True,False,True
27,1,1,1,True,False,True,True,True,True,True
27,1,2,2,True,False,True,True,True,True,True
29,1,1,1,True,False,True,True,True,True,True
29,1,2,2,True,False,True,True,True,True,True
34,1,1,1,False,False,True,True,False,True,True
34,1,2,2,True,False,True,True,False,True,True
35,1,1,1,False,False,True,True,True,False,True
35,1,2,2,True,False,True,True,True,False,True
42,1,1,1,False,False,True,True,True,False,True
42,1,2,2,False,False,True,True,True,False,True
43,1,1,1,False,False,False,False,False,False,False
43,1,2,2,True,False,False,False,False,False,False
43,2,1,1,True,False,False,False,False,False,False
43,2,2,2,False,False,False,False,False,False,False
44,1,1,1,True,False,True,True,True,True,True
44,1,2,2,True,False,True,True,True,True,True
45,1,1,1,True,False,True,True,True,True,True
45,1,2,2,True,False,True,True,True,True,True
46,1,1,1,True,False,True,True,True,True,True
46,1,2,2,True,False,True,True,True,True,True
52,1,1,1,True,False,True,True,True,False,True
52,1,2,2,True,False,True,True,True,False,True
53,1,1,1,True,False,False,False,False,False,True
53,1,2,2,False,False,False,False,False,False,True
53,2,1,1,False,False,True,True,True,False,True
53,2,2,2,True,False,True,True,True,False,True
57,1,1,1,False,False,True,True,True,True,True
57,1,2,2,True,False,True,True,True,True,True
59,1,1,1,True,False,True,True,True,True,True
59,1,2,2,True,False,True,True,True,True,True
64,1,1,1,True,False,False,False,False,False,True
64,1,2,2,True,False,False,False,False,False,True
64,2,1,1,False,False,True,True,True,False,True
64,2,2,2,True,False,True,True,True,False,True
67,1,1,1,True,False,True,False,True,True,True
67,1,2,2,True,False,True,False,True,True,True
70,1,1,1,True,False,True,False,False,False,True
70,1,2,2,True,False,True,False,False,False,True
71,1,1,1,True,False,True,True,True,True,True
71,1,2,2,True,False,True,True,True,True,True
72,1,1,1,True,False,True,True,True,False,True
72,1,2,2,True,False,True,True,True,False,True
73,1,1,1,True,False,True,True,True,True,True
73,1,2,2,True,False,True,True,True,True,True
74,1,1,1,True,False,True,True,True,True,True
74,1,2,2,True,False,True,True,True,True,True
76,1,1,1,True,False,True,True,True,True,True
76,1,2,2,True,False,True,True,True,True,True
77,1,1,1,False,False,True,True,True,False,True
77,1,2,2,True,False,True,True,True,False,True
82,1,1,1,True,False,True,True,True,True,True
82,1,2,2,True,False,True,True,True,True,True
84,1,1,1,True,False,True,True,True,True,True
84,1,2,2,True,False,True,True,True,True,True
85,1,1,1,False,False,False,False,False,False,True
85,1,2,2,False,False,False,False,False,False,True
86,1,1,1,True,False,True,True,True,True,True
86,1,2,2,True,False,True,True,True,True,True
89,1,1,1,True,False,True,True,True,True,True
89,1,2,2,True,False,True,True,True,True,True
90,1,1,1,True,False,False,False,False,True,True
90,1,2,2,False,False,False,False,False,True,True
91,1,1,1,False,False,True,True,True,False,True
91,1,2,2,True,False,True,True,True,False,True
93,1,1,1,True,False,True,False,False,False,True
93,1,2,2,True,False,True,False,False,False,True
95,1,1,1,True,False,True,True,True,True,True
95,1,2,2,True,False,True,True,True,True,True
