game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,0.9,"[1, 2, 1, 2, 1]",548.0,[3 5 2 3 3],448.74,210.0,False,False,True,False,False
0,1,2,0.9,"[2, 3, 0, 1, 0]",385.0,[3 5 2 3 3],385.0,157.0,False,False,True,False,False
0,2,1,0.9,"[1, 2, 1, 0, 2]",472.5,[3 5 2 3 3],472.5,189.0,False,False,True,False,True
0,2,2,0.9,"[2, 2, 0, 1, 1]",302.40000000000003,[3 5 2 3 3],302.40000000000003,141.3,False,False,True,False,False
1,1,1,0.9,"[2, 1, 2, 2, 3]",601.0,[5 2 5 3 6],302.40000000000003,483.0,False,False,True,False,False
1,1,2,0.9,"[3, 1, 3, 1, 4]",847.0,[5 2 5 3 6],847.0,251.0,False,False,False,False,False
1,2,1,0.9,"[2, 1, 3, 2, 3]",470.7,[5 2 5 3 6],470.7,434.7,False,False,True,False,False
1,2,2,0.9,"[2, 1, 2, 1, 4]",657.9,[5 2 5 3 6],657.9,225.9,False,False,True,False,False
1,3,1,0.9,"[2, 1, 2, 1, 4]",492.48,[5 2 5 3 6],492.48,391.23,False,False,True,False,True
2,1,1,0.9,"[4, 2, 1, 1, 3]",802.0,[9 5 2 4 8],492.48,990.0,False,True,False,False,False
2,1,2,0.9,"[3, 2, 1, 2, 4]",819.0,[9 5 2 4 8],819.0,734.0,False,False,False,False,False
2,2,1,0.9,"[3, 1, 1, 2, 3]",698.4,[9 5 2 4 8],698.4,891.0,False,True,False,False,False
2,2,2,0.9,"[4, 2, 1, 1, 3]",734.4,[9 5 2 4 8],734.4,660.6,False,False,False,False,False
2,3,1,0.9,"[4, 1, 1, 2, 3]",605.88,[9 5 2 4 8],605.88,801.9000000000001,False,True,False,False,True
3,1,1,0.9,"[1, 3, 2, 2, 1]",639.0,[3 6 5 4 2],605.88,685.0,False,True,False,False,False
3,1,2,0.9,"[2, 2, 3, 1, 1]",363.0,[3 6 5 4 2],363.0,941.0,False,True,False,False,True
3,2,1,0.9,"[1, 3, 2, 3, 1]",546.3000000000001,[3 6 5 4 2],546.3000000000001,616.5,False,True,False,False,True
3,2,2,0.9,"[2, 3, 3, 2, 1]",405.90000000000003,[3 6 5 4 2],405.90000000000003,846.9,False,True,False,False,False
3,3,1,0.9,"[2, 3, 3, 2, 1]",432.54,[3 6 5 4 2],432.54,554.85,True,True,False,False,True
4,1,1,0.9,"[3, 1, 2, 1, 2]",237.0,[6 3 3 2 4],432.54,231.0,False,False,True,False,False
4,1,2,0.9,"[2, 1, 1, 1, 2]",464.0,[6 3 3 2 4],464.0,357.0,False,False,True,False,True
4,2,1,0.9,"[3, 2, 2, 1, 1]",205.20000000000002,[6 3 3 2 4],205.20000000000002,207.9,False,True,False,False,True
4,2,2,0.9,"[2, 1, 1, 0, 3]",405.0,[6 3 3 2 4],405.0,321.3,False,False,True,False,True
4,3,1,0.9,"[4, 2, 2, 1, 1]",164.43,[6 3 3 2 4],164.43,187.11,False,True,False,False,True
