game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[0, 0, 2, 2, 0]",582.0,[2 1 6 6 3],,383.0,False,False,False,False,False
0,1,2,1.0,"[0, 0, 0, 0, 0]",775.8000000000001,[2 1 6 6 3],775.8000000000001,195.3,False,False,False,True,False
0,2,1,0.9,"[0, 0, 0, 0, 0]",684.0,[2 1 6 6 3],684.0,344.7,False,False,False,True,False
0,2,2,0.9,"[0, 0, 0, 0, 0]",698.22,[2 1 6 6 3],698.22,175.77,False,False,False,True,False
0,3,1,0.81,"[0, 0, 0, 0, 0]",615.6,[2 1 6 6 3],615.6,310.23,False,False,False,True,False
1,1,1,1.0,"[0, 0, 0, 0, 0]",1123.0,[0 1 4 6 4],,620.0,False,False,False,True,False
1,1,2,1.0,"[0, 0, 0, 0, 0]",890.1,[0 1 4 6 4],890.1,85.5,False,False,False,True,False
1,2,1,0.9,"[0, 0, 0, 0, 0]",0.0,[0 1 4 6 4],,558.0,True,False,False,False,False
2,1,1,1.0,"[1, 1, 1, 1, 1]",744.0,[6 6 2 2 4],,387.0,False,False,False,False,False
2,1,2,1.0,"[1, 1, 1, 1, 0]",775.8000000000001,[6 6 2 2 4],775.8000000000001,187.20000000000002,False,False,False,False,False
2,2,1,0.9,"[1, 1, 1, 1, 0]",699.3000000000001,[6 6 2 2 4],699.3000000000001,348.3,False,False,False,False,False
2,2,2,0.9,"[0, 0, 0, 0, 0]",845.6400000000001,[6 6 2 2 4],845.6400000000001,168.48000000000002,False,False,False,True,False
2,3,1,0.81,"[2, 2, 1, 1, 2]",488.43,[6 6 2 2 4],488.43,313.47,False,False,False,False,False
2,3,2,0.81,"[2, 2, 1, 1, 2]",366.12,[6 6 2 2 4],,168.48000000000002,False,False,False,False,False
3,1,1,1.0,"[1, 0, 1, 1, 1]",561.0,[4 0 5 4 3],,232.0,False,False,False,False,False
3,1,2,1.0,"[1, 0, 1, 1, 1]",570.6,[4 0 5 4 3],570.6,302.40000000000003,False,False,False,False,False
3,2,1,0.9,"[0, 0, 0, 0, 0]",652.5,[4 0 5 4 3],652.5,208.8,False,False,False,True,False
3,2,2,0.9,"[1, 0, 1, 1, 1]",513.5400000000001,[4 0 5 4 3],513.5400000000001,272.16,False,False,False,False,False
3,3,1,0.81,[],,[4 0 5 4 3],,,,,,,
4,1,1,1.0,"[1, 1, 1, 1, 1]",300.0,[1 8 8 4 4],,121.0,False,False,False,False,False
4,1,2,1.0,"[0, 4, 4, 2, 2]",469.8,[1 8 8 4 4],469.8,133.20000000000002,False,False,False,False,False
4,2,1,0.9,"[0, 0, 0, 0, 0]",390.6,[1 8 8 4 4],390.6,108.9,False,False,False,True,False
4,2,2,0.9,"[1, 8, 8, 0, 0]",511.92,[1 8 8 4 4],511.92,119.88000000000001,False,False,False,False,False
4,3,1,0.81,"[1, 8, 8, 0, 0]",231.66000000000003,[1 8 8 4 4],,98.01,False,False,False,False,False
5,1,1,1.0,"[1, 1, 8, 1, 1]",427.0,[5 3 8 2 4],,375.0,False,False,False,False,False
5,1,2,1.0,"[0, 0, 0, 0, 0]",909.0,[5 3 8 2 4],909.0,220.5,False,False,False,True,False
5,2,1,0.9,"[0, 0, 0, 0, 0]",570.6,[5 3 8 2 4],570.6,337.5,False,False,False,True,False
5,2,2,0.9,"[0, 0, 4, 0, 0]",675.5400000000001,[5 3 8 2 4],675.5400000000001,198.45000000000002,False,False,False,False,False
5,3,1,0.81,"[0, 0, 0, 0, 0]",513.5400000000001,[5 3 8 2 4],513.5400000000001,303.75,False,False,False,True,False
6,1,1,1.0,"[0, 0, 0, 0, 0]",966.0,[5 3 1 6 7],,122.0,False,False,False,True,False
6,1,2,1.0,"[1, 1, 1, 1, 1]",645.3000000000001,[5 3 1 6 7],645.3000000000001,466.2,False,False,False,False,False
6,2,1,0.9,"[1, 1, 0, 1, 1]",704.7,[5 3 1 6 7],704.7,109.8,False,False,False,False,False
6,2,2,0.9,"[0, 0, 0, 0, 0]",737.1,[5 3 1 6 7],737.1,419.58000000000004,False,False,False,True,False
6,3,1,0.81,"[1, 0, 0, 0, 0]",757.35,[5 3 1 6 7],757.35,98.82000000000001,False,False,False,False,False
6,3,2,0.81,"[0, 0, 0, 0, 0]",663.3900000000001,[5 3 1 6 7],663.3900000000001,419.58000000000004,False,False,True,True,False
7,1,1,1.0,"[2, 1, 2, 2, 2]",1083.0,[10  2  5  7  4],,746.0,False,False,False,False,False
7,1,2,1.0,"[0, 0, 0, 0, 0]",1494.0,[10  2  5  7  4],1494.0,182.70000000000002,False,False,False,True,False
7,2,1,0.9,"[2, 1, 2, 2, 2]",974.7,[10  2  5  7  4],974.7,671.4,False,False,False,False,False
7,2,2,0.9,"[0, 0, 0, 0, 0]",1344.6000000000001,[10  2  5  7  4],1344.6000000000001,164.43,False,False,False,True,False
7,3,1,0.81,"[1, 1, 1, 1, 1]",1070.01,[10  2  5  7  4],1070.01,604.26,False,False,False,False,False
7,3,2,0.81,"[1, 1, 1, 1, 1]",211.41000000000003,[10  2  5  7  4],,164.43,False,False,False,False,False
8,1,1,1.0,"[1, 0, 1, 0, 1]",634.0,[4 1 5 2 2],,125.0,False,False,False,False,False
8,1,2,1.0,"[0, 0, 0, 0, 0]",798.3000000000001,[4 1 5 2 2],798.3000000000001,350.1,False,False,False,True,False
8,2,1,0.9,"[1, 0, 1, 0, 0]",655.2,[4 1 5 2 2],655.2,112.5,False,False,False,False,False
8,2,2,0.9,"[0, 1, 0, 0, 0]",637.47,[4 1 5 2 2],637.47,315.09000000000003,False,False,False,False,False
8,3,1,0.81,"[0, 0, 1, 0, 1]",543.51,[4 1 5 2 2],543.51,101.25,False,False,False,False,False
9,1,1,1.0,"[3, 3, 1, 3, 2]",1026.0,[7 6 2 7 5],,617.0,False,False,False,False,False
9,1,2,1.0,"[1, 1, 1, 1, 1]",405.0,[7 6 2 7 5],405.0,250.20000000000002,False,False,False,False,False
9,2,1,0.9,"[3, 3, 1, 3, 2]",923.4,[7 6 2 7 5],923.4,555.3000000000001,False,False,False,False,False
9,2,2,0.9,"[0, 0, 0, 0, 0]",470.61,[7 6 2 7 5],470.61,225.18,False,False,False,True,False
9,3,1,0.81,"[0, 0, 0, 0, 0]",1518.75,[7 6 2 7 5],1518.75,499.77000000000004,False,False,False,True,False
9,3,2,0.81,"[0, 0, 0, 0, 0]",423.54900000000004,[7 6 2 7 5],423.54900000000004,225.18,False,False,True,True,False
10,1,1,1.0,"[0, 3, 0, 4, 0]",869.0,[2 5 8 7 4],,44.0,False,False,False,False,False
10,1,2,1.0,"[0, 2, 0, 4, 0]",1111.5,[2 5 8 7 4],1111.5,697.5,False,False,False,False,False
10,2,1,0.9,"[0, 0, 0, 0, 0]",873.0,[2 5 8 7 4],873.0,39.6,False,False,False,True,False
10,2,2,0.9,"[0, 0, 0, 0, 0]",1102.41,[2 5 8 7 4],1102.41,627.75,False,False,False,True,False
10,3,1,0.81,"[0, 0, 0, 0, 0]",785.7,[2 5 8 7 4],785.7,35.64,False,False,False,True,False
11,1,1,1.0,"[0, 0, 0, 0, 0]",1553.0,[3 5 5 6 5],,274.0,False,False,False,True,False
11,1,2,1.0,"[1, 1, 1, 1, 1]",1053.9,[3 5 5 6 5],1053.9,414.90000000000003,False,False,False,False,False
11,2,1,0.9,"[0, 1, 0, 0, 0]",1368.0,[3 5 5 6 5],1368.0,246.6,False,False,False,False,False
11,2,2,0.9,"[0, 0, 0, 0, 0]",1172.88,[3 5 5 6 5],1172.88,373.41,False,False,False,True,False
11,3,1,0.81,"[0, 0, 0, 0, 0]",1257.93,[3 5 5 6 5],1257.93,221.94000000000003,False,False,False,True,False
12,1,1,1.0,"[0, 0, 0, 0, 0]",1004.0,[4 8 4 3 0],,112.0,False,False,False,True,False
12,1,2,1.0,"[2, 4, 2, 1, 0]",588.6,[4 8 4 3 0],588.6,346.5,False,False,False,False,False
12,2,1,0.9,"[2, 4, 2, 1, 0]",412.2,[4 8 4 3 0],,100.8,False,False,False,False,False
