game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[0, 0, 0, 1, 0]",478.0,[2 0 2 3 1],,336.0,False,False,False,False,False
0,1,2,1.0,"[0, 0, 0, 1, 0]",83.0,[2 0 2 3 1],,80.0,False,False,False,False,False
1,1,1,1.0,"[1, 0, 2, 1, 1]",430.0,[3 1 4 3 3],,482.0,False,True,False,False,False
1,1,2,1.0,"[3, 1, 4, 3, 3]",0.0,[3 1 4 3 3],0.0,64.8,False,True,False,True,True
1,2,1,0.9,"[1, 0, 2, 1, 1]",387.0,[3 1 4 3 3],387.0,433.8,False,True,False,False,True
1,2,2,0.9,"[1, 0, 2, 1, 1]",310.5,[3 1 4 3 3],,64.8,False,False,False,False,False
2,1,1,1.0,[],,[3 4 9 2 2],,,,,,,
3,1,1,1.0,[],,[7 3 9 4 3],,,,,,,
5,1,1,1.0,[],,[5 7 3 3 6],,,,,,,
6,1,1,1.0,"[1, 1, 1, 1, 1]",1092.0,[5 3 5 7 5],,118.0,False,False,False,False,False
6,1,2,1.0,"[2, 1, 2, 3, 2]",861.3000000000001,[5 3 5 7 5],861.3000000000001,694.8000000000001,False,False,False,False,False
6,2,1,0.9,"[2, 1, 2, 3, 2]",491.40000000000003,[5 3 5 7 5],,106.2,False,False,False,False,False
8,1,1,1.0,[],,[6 6 2 3 4],,,,,,,
9,1,1,1.0,"[0, 1, 1, 1, 1]",656.0,[2 5 4 4 3],,682.0,False,True,False,False,False
9,1,2,1.0,"[1, 2, 2, 2, 1]",297.0,[2 5 4 4 3],297.0,243.0,False,False,False,False,False
9,2,1,0.9,[],,[2 5 4 4 3],,,,,,,
10,1,1,1.0,"[0, 1, 2, 1, 1]",456.0,[1 1 5 1 3],,530.0,False,True,False,False,False
10,1,2,1.0,"[0, 1, 1, 1, 2]",414.0,[1 1 5 1 3],414.0,154.8,False,False,False,False,False
10,2,1,0.9,"[0, 1, 3, 1, 2]",282.6,[1 1 5 1 3],282.6,477.0,False,True,False,False,False
10,2,2,0.9,"[0, 1, 3, 1, 2]",298.8,[1 1 5 1 3],,154.8,False,False,False,False,False
11,1,1,1.0,"[2, 3, 2, 3, 3]",617.0,[4 5 3 5 5],,603.0,False,False,False,False,False
11,1,2,1.0,"[3, 4, 2, 2, 4]",261.0,[4 5 3 5 5],261.0,96.3,False,False,False,False,True
11,2,1,0.9,[],,[4 5 3 5 5],,,,,,,
12,1,1,1.0,[],,[3 5 5 4 3],,,,,,,
13,1,1,1.0,"[1, 1, 1, 1, 1]",193.0,[2 2 2 2 2],,63.0,False,False,False,False,False
13,1,2,1.0,"[0, 0, 0, 0, 0]",561.6,[2 2 2 2 2],561.6,174.6,False,False,False,True,False
13,2,1,0.9,"[0, 0, 0, 0, 0]",0.0,[2 2 2 2 2],,56.7,True,False,False,False,False
14,1,1,1.0,[],,[ 2 10  6  7  3],,,,,,,
16,1,1,1.0,[],,[5 6 4 6 1],,,,,,,
18,1,1,1.0,[],,[4 5 5 1 1],,,,,,,
19,1,1,1.0,"[3, 2, 3, 4, 3]",847.0,[6 4 5 7 5],,452.0,False,False,False,False,False
20,1,1,1.0,"[1, 1, 1, 1, 0]",595.0,[4 6 3 3 6],,478.0,False,False,False,False,False
20,1,2,1.0,"[1, 1, 1, 1, 0]",153.0,[4 6 3 3 6],,50.0,False,False,False,False,False
22,1,1,1.0,[],,[7 7 4 5 3],,,,,,,
23,1,1,1.0,[],,[2 4 3 8 1],,,,,,,
24,1,1,1.0,"[1, 1, 2, 3, 2]",591.0,[2 3 4 6 4],,557.0,False,False,False,False,False
24,1,2,1.0,"[1, 1, 2, 3, 2]",433.0,[2 3 4 6 4],,371.0,False,False,False,False,False
25,1,1,1.0,"[1, 0, 0, 0, 0]",531.0,[6 0 4 3 5],,238.0,False,False,False,False,False
25,1,2,1.0,"[3, 0, 2, 1, 2]",445.5,[6 0 4 3 5],445.5,65.7,False,False,False,False,False
25,2,1,0.9,"[3, 0, 2, 1, 2]",240.3,[6 0 4 3 5],,214.20000000000002,False,False,False,False,False
26,1,1,1.0,"[0, 1, 3, 2, 1]",306.0,[1 2 7 5 3],,96.0,False,False,False,False,False
26,1,2,1.0,"[0, 1, 3, 2, 1]",335.0,[1 2 7 5 3],,250.0,False,False,False,False,False
27,1,1,1.0,"[0, 0, 1, 1, 1]",334.0,[0 1 2 3 2],,196.0,False,False,False,False,False
27,1,2,1.0,"[0, 0, 1, 1, 1]",228.0,[0 1 2 3 2],,255.0,True,False,False,False,False
28,1,1,1.0,"[1, 1, 0, 3, 5]",521.0,[ 5  3  2  9 10],,525.0,False,True,False,False,False
29,1,1,1.0,"[2, 2, 1, 1, 2]",816.0,[5 5 3 2 5],,805.0,False,False,False,False,False
29,1,2,1.0,"[0, 0, 0, 0, 0]",855.0,[5 5 3 2 5],855.0,576.0,False,False,False,True,False
29,2,1,0.9,"[0, 0, 0, 0, 0]",0.0,[5 5 3 2 5],,724.5,True,False,False,False,False
30,1,1,1.0,"[0, 1, 0, 1, 3]",393.0,[2 3 1 3 6],,290.0,False,False,False,False,False
30,1,2,1.0,"[0, 1, 0, 1, 3]",325.0,[2 3 1 3 6],,883.0,True,False,False,False,False
33,1,1,1.0,"[0, 0, 0, 0, 0]",696.0,[3 3 6 4 7],,302.0,False,False,False,True,False
33,1,2,1.0,"[0, 0, 0, 0, 0]",0.0,[3 3 6 4 7],,1124.0,True,False,False,False,False
34,1,1,1.0,"[0, 0, 6, 0, 0]",908.0,[3 3 7 3 4],,820.0,False,False,False,False,False
36,1,1,1.0,"[1, 1, 1, 1, 1]",1139.0,[4 8 2 3 7],,835.0,False,False,False,False,False
36,1,2,1.0,"[2, 4, 1, 1, 3]",563.4,[4 8 2 3 7],563.4,313.2,False,False,False,False,False
36,2,1,0.9,[],,[4 8 2 3 7],,,,,,,
37,1,1,1.0,[],,[3 9 2 2 2],,,,,,,
