game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[2, 1, 1, 2, 1]",952.0,[5 3 4 6 4],,142.0,False,False,False,False,False
0,1,2,1.0,"[3, 1, 1, 2, 1]",352.0,[5 3 4 6 4],352.0,8.0,False,False,True,False,False
0,2,1,0.9,"[2, 1, 1, 2, 2]",825.3000000000001,[5 3 4 6 4],825.3000000000001,127.8,False,False,True,False,True
0,2,2,0.9,"[3, 1, 1, 2, 1]",316.8,[5 3 4 6 4],316.8,7.2,False,False,True,False,True
0,3,1,0.81,[],,[5 3 4 6 4],,,,,,,
1,1,1,1.0,"[0, 0, 0, 0, 4]",1070.0,[4 2 4 4 4],,404.0,False,False,False,False,False
1,1,2,1.0,"[0, 0, 0, 4, 0]",204.0,[4 2 4 4 4],204.0,45.0,False,False,True,False,True
1,2,1,0.9,"[0, 0, 4, 0, 0]",808.2,[4 2 4 4 4],808.2,363.6,False,False,True,False,True
1,2,2,0.9,"[0, 0, 0, 4, 0]",183.6,[4 2 4 4 4],183.6,40.5,False,False,True,False,False
1,3,1,0.81,[],,[4 2 4 4 4],,,,,,,
2,1,1,1.0,"[0, 0, 0, 0, 4]",1206.0,[6 5 3 4 4],,815.0,False,False,False,False,False
2,1,2,1.0,"[0, 0, 0, 0, 3]",216.0,[6 5 3 4 4],216.0,516.0,False,True,False,False,True
2,2,1,0.9,"[0, 0, 0, 0, 2]",1143.0,[6 5 3 4 4],1143.0,733.5,False,False,True,False,True
2,2,2,0.9,"[0, 0, 0, 0, 3]",194.4,[6 5 3 4 4],194.4,464.40000000000003,False,True,False,False,False
2,3,1,0.81,[],,[6 5 3 4 4],,,,,,,
3,1,1,1.0,"[0, 0, 0, 0, 1]",797.0,[5 4 5 0 1],,877.0,False,True,False,False,False
3,1,2,1.0,"[0, 0, 0, 0, 0]",0.0,[5 4 5 0 1],0.0,379.0,False,True,False,True,True
3,2,1,0.9,"[0, 0, 0, 0, 1]",717.3000000000001,[5 4 5 0 1],717.3000000000001,789.3000000000001,False,True,False,False,True
4,1,1,1.0,"[0, 0, 0, 0, 0]",1025.0,[3 4 6 2 9],,526.0,False,False,False,True,False
4,1,2,1.0,"[3, 4, 6, 2, 9]",882.0,[3 4 6 2 9],882.0,349.0,False,False,True,True,False
4,2,1,0.9,"[0, 0, 0, 0, 0]",922.5,[3 4 6 2 9],922.5,473.40000000000003,False,False,True,True,False
4,2,2,0.9,"[3, 4, 6, 2, 9]",793.8000000000001,[3 4 6 2 9],793.8000000000001,314.1,False,False,True,True,False
4,3,1,0.81,[],,[3 4 6 2 9],,,,,,,
5,1,1,1.0,"[0, 0, 0, 0, 0]",1297.0,[10  3  3  6  0],,347.0,False,False,False,True,False
5,1,2,1.0,"[10, 3, 3, 6, 0]",882.0,[10  3  3  6  0],882.0,262.0,False,False,True,True,False
5,2,1,0.9,"[10, 0, 0, 6, 0]",256.5,[10  3  3  6  0],256.5,312.3,False,True,False,False,False
5,2,2,0.9,"[0, 3, 3, 6, 0]",496.8,[10  3  3  6  0],496.8,235.8,False,False,True,False,True
5,3,1,0.81,[],,[10  3  3  6  0],,,,,,,
6,1,1,1.0,"[0, 0, 0, 0, 0]",1245.0,[3 4 4 5 5],,799.0,False,False,False,True,False
6,1,2,1.0,"[3, 4, 4, 5, 5]",1210.0,[3 4 4 5 5],1210.0,194.0,False,False,True,True,False
6,2,1,0.9,"[3, 0, 4, 0, 5]",329.40000000000003,[3 4 4 5 5],329.40000000000003,719.1,False,True,False,False,False
6,2,2,0.9,"[0, 4, 0, 5, 5]",720.9,[3 4 4 5 5],720.9,174.6,False,False,True,False,False
6,3,1,0.81,[],,[3 4 4 5 5],,,,,,,
7,1,1,1.0,"[0, 3, 1, 1, 3]",559.0,[5 6 3 3 6],,999.0,False,True,False,False,False
7,1,2,1.0,"[1, 2, 1, 1, 4]",571.0,[5 6 3 3 6],571.0,988.0,False,True,False,False,False
7,2,1,0.9,"[0, 3, 1, 1, 4]",432.0,[5 6 3 3 6],432.0,899.1,False,True,False,False,True
7,2,2,0.9,"[1, 2, 1, 1, 5]",602.1,[5 6 3 3 6],602.1,889.2,False,True,False,False,False
7,3,1,0.81,[],,[5 6 3 3 6],,,,,,,
8,1,1,1.0,"[0, 0, 0, 0, 2]",1016.0,[2 4 5 5 2],,65.0,False,False,False,False,False
8,1,2,1.0,"[2, 0, 0, 0, 0]",76.0,[2 4 5 5 2],76.0,878.0,False,True,False,False,True
8,2,1,0.9,"[0, 2, 0, 0, 0]",783.0,[2 4 5 5 2],783.0,58.5,False,False,True,False,True
8,2,2,0.9,"[2, 0, 0, 0, 0]",68.4,[2 4 5 5 2],68.4,790.2,False,True,False,False,True
8,3,1,0.81,[],,[2 4 5 5 2],,,,,,,
9,1,1,1.0,"[0, 0, 0, 2, 0]",874.0,[7 3 1 5 2],,80.0,False,False,False,False,False
9,1,2,1.0,"[5, 3, 1, 0, 2]",560.0,[7 3 1 5 2],560.0,306.0,False,False,True,False,False
9,2,1,0.9,"[0, 0, 1, 3, 2]",631.8000000000001,[7 3 1 5 2],631.8000000000001,72.0,False,False,True,False,False
9,2,2,0.9,"[5, 3, 0, 0, 0]",353.7,[7 3 1 5 2],353.7,275.40000000000003,False,False,True,False,False
9,3,1,0.81,[],,[7 3 1 5 2],,,,,,,
10,1,1,1.0,"[0, 0, 0, 0, 0]",1209.0,[4 4 3 4 6],,428.0,False,False,False,True,False
10,1,2,1.0,"[0, 0, 0, 0, 6]",420.0,[4 4 3 4 6],420.0,257.0,False,False,True,False,False
10,2,1,0.9,"[0, 0, 0, 4, 2]",951.3000000000001,[4 4 3 4 6],951.3000000000001,385.2,False,False,True,False,False
10,2,2,0.9,"[0, 0, 0, 3, 3]",259.2,[4 4 3 4 6],259.2,231.3,False,False,True,False,False
10,3,1,0.81,"[0, 0, 0, 4, 2]",856.1700000000001,[4 4 3 4 6],856.1700000000001,346.68,False,False,True,False,True
11,1,1,1.0,"[0, 3, 3, 2, 0]",850.0,[1 7 7 5 7],,621.0,False,False,False,False,False
11,1,2,1.0,"[1, 2, 3, 2, 1]",471.0,[1 7 7 5 7],471.0,599.0,False,True,False,False,True
11,2,1,0.9,"[0, 3, 3, 2, 1]",761.4,[1 7 7 5 7],761.4,558.9,False,False,True,False,True
11,2,2,0.9,"[1, 2, 3, 2, 1]",423.90000000000003,[1 7 7 5 7],423.90000000000003,539.1,False,True,False,False,True
11,3,1,0.81,[],,[1 7 7 5 7],,,,,,,
12,1,1,1.0,"[0, 1, 2, 0, 0]",596.0,[6 3 5 2 1],,313.0,False,False,False,False,False
12,1,2,1.0,"[0, 2, 1, 0, 0]",136.0,[6 3 5 2 1],136.0,309.0,False,True,False,False,False
12,2,1,0.9,"[0, 1, 2, 1, 0]",456.3,[6 3 5 2 1],456.3,281.7,False,False,True,False,True
12,2,2,0.9,"[0, 2, 1, 0, 0]",122.4,[6 3 5 2 1],122.4,278.1,False,True,False,False,True
12,3,1,0.81,[],,[6 3 5 2 1],,,,,,,
13,1,1,1.0,"[0, 0, 0, 0, 0]",1048.0,[6 2 0 5 4],,952.0,False,False,False,True,False
13,1,2,1.0,"[6, 2, 0, 5, 4]",621.0,[6 2 0 5 4],621.0,386.0,False,False,True,True,False
13,2,1,0.9,[],,[6 2 0 5 4],,,,,,,
14,1,1,1.0,"[0, 0, 0, 0, 0]",1835.0,[8 5 5 2 4],,416.0,False,False,False,True,False
14,1,2,1.0,"[8, 5, 5, 2, 4]",1529.0,[8 5 5 2 4],1529.0,460.0,False,False,True,True,False
14,2,1,0.9,[],,[8 5 5 2 4],,,,,,,
15,1,1,1.0,"[1, 0, 0, 0, 0]",1032.0,[3 1 4 6 4],,756.0,False,False,False,False,False
15,1,2,1.0,"[2, 0, 0, 0, 0]",138.0,[3 1 4 6 4],138.0,864.0,False,True,False,False,False
15,2,1,0.9,"[1, 0, 0, 0, 0]",928.8000000000001,[3 1 4 6 4],928.8000000000001,680.4,False,False,True,False,True
15,2,2,0.9,"[2, 0, 0, 0, 0]",124.2,[3 1 4 6 4],124.2,777.6,False,True,False,False,False
15,3,1,0.81,[],,[3 1 4 6 4],,,,,,,
16,1,1,1.0,"[0, 0, 0, 0, 0]",905.0,[5 2 1 4 4],,198.0,False,False,False,True,False
16,1,2,1.0,"[5, 2, 1, 4, 4]",598.0,[5 2 1 4 4],598.0,91.0,False,False,True,True,False
17,1,1,1.0,"[0, 3, 0, 0, 0]",544.0,[2 3 2 4 6],,491.0,False,False,False,False,False
17,1,2,1.0,"[2, 0, 2, 0, 0]",246.0,[2 3 2 4 6],246.0,187.0,False,False,True,False,True
17,2,1,0.9,"[0, 0, 2, 4, 6]",42.300000000000004,[2 3 2 4 6],42.300000000000004,441.90000000000003,False,True,False,False,True
17,2,2,0.9,"[2, 0, 0, 0, 0]",63.0,[2 3 2 4 6],63.0,168.3,False,True,False,False,True
17,3,1,0.81,[],,[2 3 2 4 6],,,,,,,
18,1,1,1.0,"[0, 0, 1, 0, 1]",664.0,[2 4 3 2 4],,675.0,False,True,False,False,False
18,1,2,1.0,"[1, 0, 1, 0, 2]",158.0,[2 4 3 2 4],158.0,918.0,False,True,False,False,False
18,2,1,0.9,"[0, 0, 1, 0, 3]",522.0,[2 4 3 2 4],522.0,607.5,False,True,False,False,True
18,2,2,0.9,"[1, 0, 1, 0, 2]",142.20000000000002,[2 4 3 2 4],142.20000000000002,826.2,False,True,False,False,True
18,3,1,0.81,[],,[2 4 3 2 4],,,,,,,
19,1,1,1.0,"[1, 1, 1, 2, 2]",652.0,[3 3 3 8 7],,409.0,False,False,False,False,False
19,1,2,1.0,"[1, 1, 1, 3, 2]",301.0,[3 3 3 8 7],301.0,339.0,False,True,False,False,False
19,2,1,0.9,"[1, 1, 1, 2, 3]",570.6,[3 3 3 8 7],570.6,368.1,False,False,True,False,True
19,2,2,0.9,"[1, 1, 1, 3, 2]",270.90000000000003,[3 3 3 8 7],270.90000000000003,305.1,False,True,False,False,True
19,3,1,0.81,[],,[3 3 3 8 7],,,,,,,
20,1,1,1.0,"[0, 0, 0, 0, 0]",1099.0,[3 4 6 3 6],,66.0,False,False,False,True,False
20,1,2,1.0,"[1, 1, 1, 1, 1]",325.0,[3 4 6 3 6],325.0,890.0,False,True,False,False,False
20,2,1,0.9,"[0, 0, 3, 0, 0]",767.7,[3 4 6 3 6],767.7,59.4,False,False,True,False,True
20,2,2,0.9,"[1, 1, 2, 0, 0]",240.3,[3 4 6 3 6],240.3,801.0,False,True,False,False,False
20,3,1,0.81,[],,[3 4 6 3 6],,,,,,,
21,1,1,1.0,"[0, 1, 1, 1, 0]",1295.0,[4 2 6 8 3],,843.0,False,False,False,False,False
21,1,2,1.0,"[0, 0, 1, 2, 0]",94.0,[4 2 6 8 3],94.0,558.0,False,True,False,False,True
21,2,1,0.9,"[0, 1, 1, 1, 0]",1165.5,[4 2 6 8 3],1165.5,758.7,False,False,True,False,True
21,2,2,0.9,"[0, 0, 1, 2, 0]",84.60000000000001,[4 2 6 8 3],84.60000000000001,502.2,False,True,False,False,True
21,3,1,0.81,[],,[4 2 6 8 3],,,,,,,
22,1,1,1.0,"[1, 3, 1, 0, 5]",542.0,[1 6 2 1 8],,564.0,False,True,False,False,False
22,1,2,1.0,"[1, 2, 1, 0, 6]",126.0,[1 6 2 1 8],126.0,619.0,False,True,False,False,False
22,2,1,0.9,"[1, 3, 1, 0, 5]",487.8,[1 6 2 1 8],487.8,507.6,False,True,False,False,True
22,2,2,0.9,"[1, 2, 1, 0, 6]",113.4,[1 6 2 1 8],113.4,557.1,False,True,False,False,False
22,3,1,0.81,[],,[1 6 2 1 8],,,,,,,
23,1,1,1.0,"[0, 4, 2, 3, 3]",414.0,[2 8 4 6 6],,1.0,False,False,False,False,False
23,1,2,1.0,"[2, 2, 2, 3, 3]",745.0,[2 8 4 6 6],745.0,517.0,False,False,True,False,False
23,2,1,0.9,"[1, 3, 2, 3, 3]",314.1,[2 8 4 6 6],314.1,0.9,False,False,True,False,False
23,2,2,0.9,"[2, 2, 2, 3, 3]",670.5,[2 8 4 6 6],670.5,465.3,False,False,True,False,False
23,3,1,0.81,[],,[2 8 4 6 6],,,,,,,
24,1,1,1.0,"[0, 0, 0, 0, 0]",1181.0,[3 4 6 4 0],,194.0,False,False,False,True,False
24,1,2,1.0,"[3, 4, 6, 4, 0]",1314.0,[3 4 6 4 0],1314.0,556.0,False,False,True,True,False
24,2,1,0.9,"[0, 0, 6, 4, 0]",337.5,[3 4 6 4 0],337.5,174.6,False,False,True,False,False
24,2,2,0.9,"[3, 4, 0, 0, 0]",417.6,[3 4 6 4 0],417.6,500.40000000000003,False,True,False,False,True
24,3,1,0.81,[],,[3 4 6 4 0],,,,,,,
25,1,1,1.0,"[0, 2, 0, 0, 0]",992.0,[5 4 3 5 1],,482.0,False,False,False,False,False
25,1,2,1.0,"[0, 1, 0, 0, 1]",70.0,[5 4 3 5 1],70.0,645.0,False,True,False,False,True
25,2,1,0.9,"[0, 0, 0, 0, 0]",1045.8,[5 4 3 5 1],1045.8,433.8,False,False,True,True,True
26,1,1,1.0,"[0, 0, 0, 0, 0]",1510.0,[2 5 4 4 6],,334.0,False,False,False,True,False
