game_num,round_num,player,discount_rate,offer,value,items,your_side_of_current_offer,outside_offer,accepting_an_offer_worse_than_outside_offer,making_an_offer_worse_for_you_than_your_outside_offer,walking_away_from_an_offer_better_than_your_outside_offer,offer_no_items_or_all_items,making_offer_worse_than_previous
0,1,1,1.0,"[1, 1, 1, 1, 1]",721.0,[2 5 7 6 5],,611.0,False,False,False,False,False
0,1,2,1.0,"[1, 2, 2, 2, 2]",896.4,[2 5 7 6 5],896.4,902.7,False,True,False,False,False
0,2,1,0.9,"[1, 2, 3, 3, 2]",480.6,[2 5 7 6 5],480.6,549.9,False,True,False,False,False
0,2,2,0.9,"[1, 1, 3, 2, 2]",861.0300000000001,[2 5 7 6 5],861.0300000000001,812.4300000000001,False,False,False,False,False
0,3,1,0.81,[],,[2 5 7 6 5],,,,,,,
1,1,1,1.0,"[2, 3, 3, 4, 4]",835.0,[4 6 5 8 7],,788.0,False,False,False,False,False
1,1,2,1.0,"[1, 4, 2, 4, 3]",781.2,[4 6 5 8 7],781.2,297.90000000000003,False,False,False,False,True
1,2,1,0.9,"[1, 4, 2, 4, 3]",715.5,[4 6 5 8 7],,709.2,False,False,False,False,False
2,1,1,1.0,"[0, 2, 0, 1, 1]",673.0,[1 6 1 3 4],,645.0,False,False,False,False,False
2,1,2,1.0,"[1, 3, 1, 2, 4]",72.0,[1 6 1 3 4],72.0,71.10000000000001,False,False,False,False,True
2,2,1,0.9,[],,[1 6 1 3 4],,,,,,,
3,1,1,1.0,"[0, 0, 0, 0, 0]",966.0,[3 6 3 3 4],,289.0,False,False,False,True,False
3,1,2,1.0,"[1, 3, 1, 1, 2]",414.0,[3 6 3 3 4],414.0,195.3,False,False,False,False,False
3,2,1,0.9,"[1, 4, 1, 1, 2]",540.0,[3 6 3 3 4],540.0,260.1,False,False,False,False,False
3,2,2,0.9,"[1, 4, 1, 1, 2]",285.3,[3 6 3 3 4],,195.3,False,False,False,False,False
4,1,1,1.0,"[3, 3, 0, 1, 2]",659.0,[6 6 3 2 3],,780.0,False,True,False,False,False
4,1,2,1.0,"[2, 2, 1, 1, 1]",551.7,[6 6 3 2 3],551.7,20.7,False,False,False,False,False
4,2,1,0.9,[],,[6 6 3 2 3],,,,,,,
6,1,1,1.0,[],,[3 4 2 9 6],,,,,,,
7,1,1,1.0,"[2, 1, 0, 1, 2]",604.0,[6 4 1 2 5],,713.0,False,True,False,False,False
